lat,lon,date,time,data
51.30497569,-0.123514306,09/06/2018,Afternoon Rush,119.6872275
51.30497569,-0.123514306,09/06/2018,Early Morning,79.87955544
51.30497569,-0.123514306,09/06/2018,Evening,130.7660211
51.30497569,-0.123514306,09/06/2018,Midday,47.27543266
51.30497569,-0.123514306,09/06/2018,Morning Rush,161.848649
51.30497569,-0.123514306,10/06/2018,Afternoon Rush,94.70960736
51.30497569,-0.123514306,10/06/2018,Early Morning,13.56807919
51.30497569,-0.123514306,10/06/2018,Evening,94.35162095
51.30497569,-0.123514306,10/06/2018,Midday,109.3757889
51.30497569,-0.123514306,10/06/2018,Morning Rush,48.40415558
51.30497569,-0.123514306,11/06/2018,Afternoon Rush,62.45000644
51.30497569,-0.123514306,11/06/2018,Early Morning,29.70647723
51.30497569,-0.123514306,11/06/2018,Evening,110.4489949
51.30497569,-0.123514306,11/06/2018,Midday,64.87161791
51.30497569,-0.123514306,11/06/2018,Morning Rush,50.22534227
51.31630158,0.023667973,09/06/2018,Afternoon Rush,79.17771834
51.31630158,0.023667973,09/06/2018,Early Morning,92.78045503
51.31630158,0.023667973,09/06/2018,Evening,109.6391042
51.31630158,0.023667973,09/06/2018,Midday,79.18988758
51.31630158,0.023667973,09/06/2018,Morning Rush,121.9147682
51.31630158,0.023667973,10/06/2018,Afternoon Rush,129.0963373
51.31630158,0.023667973,10/06/2018,Early Morning,25.52125697
51.31630158,0.023667973,10/06/2018,Evening,20.51183196
51.31630158,0.023667973,10/06/2018,Midday,81.56659999
51.31630158,0.023667973,10/06/2018,Morning Rush,76.01911465
51.31630158,0.023667973,11/06/2018,Afternoon Rush,119.1732976
51.31630158,0.023667973,11/06/2018,Early Morning,94.42469423
51.31630158,0.023667973,11/06/2018,Evening,77.36499056
51.31630158,0.023667973,11/06/2018,Midday,13.4056849
51.31630158,0.023667973,11/06/2018,Morning Rush,82.02023755
51.3184556,-0.104157081,09/06/2018,Afternoon Rush,125.5282203
51.3184556,-0.104157081,09/06/2018,Early Morning,94.60739922
51.3184556,-0.104157081,09/06/2018,Evening,78.33744656
51.3184556,-0.104157081,09/06/2018,Midday,23.09811136
51.3184556,-0.104157081,09/06/2018,Morning Rush,136.4551184
51.3184556,-0.104157081,10/06/2018,Afternoon Rush,159.9833831
51.3184556,-0.104157081,10/06/2018,Early Morning,23.66127008
51.3184556,-0.104157081,10/06/2018,Evening,56.65946517
51.3184556,-0.104157081,10/06/2018,Midday,93.94258689
51.3184556,-0.104157081,10/06/2018,Morning Rush,45.62003704
51.3184556,-0.104157081,11/06/2018,Afternoon Rush,40.88191909
51.3184556,-0.104157081,11/06/2018,Early Morning,83.75953258
51.3184556,-0.104157081,11/06/2018,Evening,47.48977551
51.3184556,-0.104157081,11/06/2018,Midday,31.58460632
51.3184556,-0.104157081,11/06/2018,Morning Rush,103.1138107
51.32200893,-0.142434097,09/06/2018,Afternoon Rush,117.1353156
51.32200893,-0.142434097,09/06/2018,Early Morning,130.7348841
51.32200893,-0.142434097,09/06/2018,Evening,80.72388762
51.32200893,-0.142434097,09/06/2018,Midday,22.02423278
51.32200893,-0.142434097,09/06/2018,Morning Rush,97.62401679
51.32200893,-0.142434097,10/06/2018,Afternoon Rush,83.67305402
51.32200893,-0.142434097,10/06/2018,Early Morning,87.94647912
51.32200893,-0.142434097,10/06/2018,Evening,87.45091357
51.32200893,-0.142434097,10/06/2018,Midday,90.46494867
51.32200893,-0.142434097,10/06/2018,Morning Rush,63.89318358
51.32200893,-0.142434097,11/06/2018,Afternoon Rush,86.85221674
51.32200893,-0.142434097,11/06/2018,Early Morning,13.73246236
51.32200893,-0.142434097,11/06/2018,Evening,38.77516497
51.32200893,-0.142434097,11/06/2018,Midday,50.24819471
51.32200893,-0.142434097,11/06/2018,Morning Rush,85.08305644
51.32715113,0.057217569,09/06/2018,Afternoon Rush,143.9822229
51.32715113,0.057217569,09/06/2018,Early Morning,54.19470375
51.32715113,0.057217569,09/06/2018,Evening,94.86696033
51.32715113,0.057217569,09/06/2018,Midday,58.93758861
51.32715113,0.057217569,09/06/2018,Morning Rush,140.0479398
51.32715113,0.057217569,10/06/2018,Afternoon Rush,115.1551172
51.32715113,0.057217569,10/06/2018,Early Morning,52.13705491
51.32715113,0.057217569,10/06/2018,Evening,22.22987321
51.32715113,0.057217569,10/06/2018,Midday,94.67400757
51.32715113,0.057217569,10/06/2018,Morning Rush,27.52742555
51.32715113,0.057217569,11/06/2018,Afternoon Rush,69.63564505
51.32715113,0.057217569,11/06/2018,Early Morning,25.20178911
51.32715113,0.057217569,11/06/2018,Evening,112.4107338
51.32715113,0.057217569,11/06/2018,Midday,24.22929016
51.32715113,0.057217569,11/06/2018,Morning Rush,43.43089414
51.33121767,-0.080672264,09/06/2018,Afternoon Rush,105.2538399
51.33121767,-0.080672264,09/06/2018,Early Morning,138.7684573
51.33121767,-0.080672264,09/06/2018,Evening,119.062547
51.33121767,-0.080672264,09/06/2018,Midday,22.25081289
51.33121767,-0.080672264,09/06/2018,Morning Rush,104.2758125
51.33121767,-0.080672264,10/06/2018,Afternoon Rush,102.3084448
51.33121767,-0.080672264,10/06/2018,Early Morning,61.86144464
51.33121767,-0.080672264,10/06/2018,Evening,9.983402417
51.33121767,-0.080672264,10/06/2018,Midday,144.1489421
51.33121767,-0.080672264,10/06/2018,Morning Rush,85.57336931
51.33121767,-0.080672264,11/06/2018,Afternoon Rush,33.98946154
51.33121767,-0.080672264,11/06/2018,Early Morning,8.226166542
51.33121767,-0.080672264,11/06/2018,Evening,104.3150457
51.33121767,-0.080672264,11/06/2018,Midday,61.56531937
51.33121767,-0.080672264,11/06/2018,Morning Rush,91.98686239
51.34038897,-0.16320222,09/06/2018,Afternoon Rush,169.3459081
51.34038897,-0.16320222,09/06/2018,Early Morning,64.81345622
51.34038897,-0.16320222,09/06/2018,Evening,155.5619537
51.34038897,-0.16320222,09/06/2018,Midday,79.78133566
51.34038897,-0.16320222,09/06/2018,Morning Rush,169.283737
51.34038897,-0.16320222,10/06/2018,Afternoon Rush,93.24990135
51.34038897,-0.16320222,10/06/2018,Early Morning,70.57303355
51.34038897,-0.16320222,10/06/2018,Evening,33.37847474
51.34038897,-0.16320222,10/06/2018,Midday,107.3217257
51.34038897,-0.16320222,10/06/2018,Morning Rush,56.2849909
51.34038897,-0.16320222,11/06/2018,Afternoon Rush,28.54626106
51.34038897,-0.16320222,11/06/2018,Early Morning,38.46322589
51.34038897,-0.16320222,11/06/2018,Evening,51.96103283
51.34038897,-0.16320222,11/06/2018,Midday,7.055555934
51.34038897,-0.16320222,11/06/2018,Morning Rush,83.05597064
51.34043269,-0.116661796,09/06/2018,Afternoon Rush,86.06991825
51.34043269,-0.116661796,09/06/2018,Early Morning,87.40313777
51.34043269,-0.116661796,09/06/2018,Evening,124.9769625
51.34043269,-0.116661796,09/06/2018,Midday,68.92531011
51.34043269,-0.116661796,09/06/2018,Morning Rush,169.1795383
51.34043269,-0.116661796,10/06/2018,Afternoon Rush,142.2985261
51.34043269,-0.116661796,10/06/2018,Early Morning,89.22037535
51.34043269,-0.116661796,10/06/2018,Evening,75.5274753
51.34043269,-0.116661796,10/06/2018,Midday,85.00519527
51.34043269,-0.116661796,10/06/2018,Morning Rush,82.55861156
51.34043269,-0.116661796,11/06/2018,Afternoon Rush,90.80577113
51.34043269,-0.116661796,11/06/2018,Early Morning,49.38640598
51.34043269,-0.116661796,11/06/2018,Evening,110.1874362
51.34043269,-0.116661796,11/06/2018,Midday,23.31586394
51.34043269,-0.116661796,11/06/2018,Morning Rush,85.57746141
51.34123722,-0.009945966,09/06/2018,Afternoon Rush,69.01654244
51.34123722,-0.009945966,09/06/2018,Early Morning,83.87126403
51.34123722,-0.009945966,09/06/2018,Evening,157.5441598
51.34123722,-0.009945966,09/06/2018,Midday,109.2437871
51.34123722,-0.009945966,09/06/2018,Morning Rush,95.74882181
51.34123722,-0.009945966,10/06/2018,Afternoon Rush,135.7176098
51.34123722,-0.009945966,10/06/2018,Early Morning,101.4214032
51.34123722,-0.009945966,10/06/2018,Evening,15.9958234
51.34123722,-0.009945966,10/06/2018,Midday,74.09684694
51.34123722,-0.009945966,10/06/2018,Morning Rush,82.66418795
51.34123722,-0.009945966,11/06/2018,Afternoon Rush,56.1361976
51.34123722,-0.009945966,11/06/2018,Early Morning,16.35990481
51.34123722,-0.009945966,11/06/2018,Evening,17.91228899
51.34123722,-0.009945966,11/06/2018,Midday,69.64721707
51.34123722,-0.009945966,11/06/2018,Morning Rush,90.95970961
51.34344014,-0.061044582,09/06/2018,Afternoon Rush,93.62074463
51.34344014,-0.061044582,09/06/2018,Early Morning,71.57972825
51.34344014,-0.061044582,09/06/2018,Evening,93.47120874
51.34344014,-0.061044582,09/06/2018,Midday,26.82914783
51.34344014,-0.061044582,09/06/2018,Morning Rush,93.28083513
51.34344014,-0.061044582,10/06/2018,Afternoon Rush,112.2002443
51.34344014,-0.061044582,10/06/2018,Early Morning,50.23074433
51.34344014,-0.061044582,10/06/2018,Evening,83.13124059
51.34344014,-0.061044582,10/06/2018,Midday,64.37985783
51.34344014,-0.061044582,10/06/2018,Morning Rush,75.12204353
51.34344014,-0.061044582,11/06/2018,Afternoon Rush,54.89584959
51.34344014,-0.061044582,11/06/2018,Early Morning,84.56667707
51.34344014,-0.061044582,11/06/2018,Evening,31.80979365
51.34344014,-0.061044582,11/06/2018,Midday,49.57702831
51.34344014,-0.061044582,11/06/2018,Morning Rush,41.66346317
51.34787032,-0.21602127,09/06/2018,Afternoon Rush,145.6373675
51.34787032,-0.21602127,09/06/2018,Early Morning,54.53816144
51.34787032,-0.21602127,09/06/2018,Evening,155.9078722
51.34787032,-0.21602127,09/06/2018,Midday,72.77643785
51.34787032,-0.21602127,09/06/2018,Morning Rush,96.31553141
51.34787032,-0.21602127,10/06/2018,Afternoon Rush,131.2407142
51.34787032,-0.21602127,10/06/2018,Early Morning,101.8111245
51.34787032,-0.21602127,10/06/2018,Evening,78.12831554
51.34787032,-0.21602127,10/06/2018,Midday,76.58581865
51.34787032,-0.21602127,10/06/2018,Morning Rush,72.56563523
51.34787032,-0.21602127,11/06/2018,Afternoon Rush,100.3205235
51.34787032,-0.21602127,11/06/2018,Early Morning,117.3008721
51.34787032,-0.21602127,11/06/2018,Evening,33.77449529
51.34787032,-0.21602127,11/06/2018,Midday,79.91649352
51.34787032,-0.21602127,11/06/2018,Morning Rush,39.32589246
51.34796573,-0.312027285,09/06/2018,Afternoon Rush,83.25995985
51.34796573,-0.312027285,09/06/2018,Early Morning,146.0038662
51.34796573,-0.312027285,09/06/2018,Evening,143.5782433
51.34796573,-0.312027285,09/06/2018,Midday,90.78516995
51.34796573,-0.312027285,09/06/2018,Morning Rush,144.1608495
51.34796573,-0.312027285,10/06/2018,Afternoon Rush,78.73656292
51.34796573,-0.312027285,10/06/2018,Early Morning,31.07977508
51.34796573,-0.312027285,10/06/2018,Evening,30.05716913
51.34796573,-0.312027285,10/06/2018,Midday,115.9239037
51.34796573,-0.312027285,10/06/2018,Morning Rush,78.61353215
51.34796573,-0.312027285,11/06/2018,Afternoon Rush,48.62079254
51.34796573,-0.312027285,11/06/2018,Early Morning,22.73578841
51.34796573,-0.312027285,11/06/2018,Evening,26.00158244
51.34796573,-0.312027285,11/06/2018,Midday,47.35598987
51.34796573,-0.312027285,11/06/2018,Morning Rush,100.3569049
51.35103577,0.113206847,09/06/2018,Afternoon Rush,59.60123719
51.35103577,0.113206847,09/06/2018,Early Morning,98.27695846
51.35103577,0.113206847,09/06/2018,Evening,149.9093946
51.35103577,0.113206847,09/06/2018,Midday,20.9046844
51.35103577,0.113206847,09/06/2018,Morning Rush,133.6685965
51.35103577,0.113206847,10/06/2018,Afternoon Rush,147.9728508
51.35103577,0.113206847,10/06/2018,Early Morning,66.07888003
51.35103577,0.113206847,10/06/2018,Evening,69.93730124
51.35103577,0.113206847,10/06/2018,Midday,87.95083639
51.35103577,0.113206847,10/06/2018,Morning Rush,42.75558738
51.35103577,0.113206847,11/06/2018,Afternoon Rush,109.1541381
51.35103577,0.113206847,11/06/2018,Early Morning,11.45906814
51.35103577,0.113206847,11/06/2018,Evening,12.06168448
51.35103577,0.113206847,11/06/2018,Midday,85.56171938
51.35103577,0.113206847,11/06/2018,Morning Rush,89.70573991
51.35194285,-0.132372688,09/06/2018,Afternoon Rush,102.2096702
51.35194285,-0.132372688,09/06/2018,Early Morning,87.03938127
51.35194285,-0.132372688,09/06/2018,Evening,100.184093
51.35194285,-0.132372688,09/06/2018,Midday,23.82915615
51.35194285,-0.132372688,09/06/2018,Morning Rush,145.94953
51.35194285,-0.132372688,10/06/2018,Afternoon Rush,117.163853
51.35194285,-0.132372688,10/06/2018,Early Morning,95.02333654
51.35194285,-0.132372688,10/06/2018,Evening,23.46624167
51.35194285,-0.132372688,10/06/2018,Midday,88.98499922
51.35194285,-0.132372688,10/06/2018,Morning Rush,9.445599519
51.35194285,-0.132372688,11/06/2018,Afternoon Rush,68.89775797
51.35194285,-0.132372688,11/06/2018,Early Morning,66.96469781
51.35194285,-0.132372688,11/06/2018,Evening,48.3768147
51.35194285,-0.132372688,11/06/2018,Midday,46.51309303
51.35194285,-0.132372688,11/06/2018,Morning Rush,27.23315183
51.35350885,-0.017933378,09/06/2018,Afternoon Rush,54.63294152
51.35350885,-0.017933378,09/06/2018,Early Morning,29.0953675
51.35350885,-0.017933378,09/06/2018,Evening,143.8408613
51.35350885,-0.017933378,09/06/2018,Midday,69.25454832
51.35350885,-0.017933378,09/06/2018,Morning Rush,114.8788728
51.35350885,-0.017933378,10/06/2018,Afternoon Rush,111.9327886
51.35350885,-0.017933378,10/06/2018,Early Morning,54.09511839
51.35350885,-0.017933378,10/06/2018,Evening,78.11789793
51.35350885,-0.017933378,10/06/2018,Midday,67.83759423
51.35350885,-0.017933378,10/06/2018,Morning Rush,30.46570717
51.35350885,-0.017933378,11/06/2018,Afternoon Rush,79.21238858
51.35350885,-0.017933378,11/06/2018,Early Morning,81.06157971
51.35350885,-0.017933378,11/06/2018,Evening,44.49571892
51.35350885,-0.017933378,11/06/2018,Midday,11.99641515
51.35350885,-0.017933378,11/06/2018,Morning Rush,44.16706181
51.35454768,-0.149927493,09/06/2018,Afternoon Rush,135.2821589
51.35454768,-0.149927493,09/06/2018,Early Morning,71.5635479
51.35454768,-0.149927493,09/06/2018,Evening,117.7288028
51.35454768,-0.149927493,09/06/2018,Midday,64.11873219
51.35454768,-0.149927493,09/06/2018,Morning Rush,124.1165573
51.35454768,-0.149927493,10/06/2018,Afternoon Rush,99.43924881
51.35454768,-0.149927493,10/06/2018,Early Morning,64.50920816
51.35454768,-0.149927493,10/06/2018,Evening,71.40375628
51.35454768,-0.149927493,10/06/2018,Midday,70.16336912
51.35454768,-0.149927493,10/06/2018,Morning Rush,85.77253327
51.35454768,-0.149927493,11/06/2018,Afternoon Rush,91.76096895
51.35454768,-0.149927493,11/06/2018,Early Morning,51.63719909
51.35454768,-0.149927493,11/06/2018,Evening,55.56940702
51.35454768,-0.149927493,11/06/2018,Midday,54.63902052
51.35454768,-0.149927493,11/06/2018,Morning Rush,61.14965899
51.35518752,-0.088439033,09/06/2018,Afternoon Rush,123.5456829
51.35518752,-0.088439033,09/06/2018,Early Morning,107.6919846
51.35518752,-0.088439033,09/06/2018,Evening,126.5748896
51.35518752,-0.088439033,09/06/2018,Midday,74.28981837
51.35518752,-0.088439033,09/06/2018,Morning Rush,140.7822791
51.35518752,-0.088439033,10/06/2018,Afternoon Rush,73.30238617
51.35518752,-0.088439033,10/06/2018,Early Morning,46.80744077
51.35518752,-0.088439033,10/06/2018,Evening,30.61755308
51.35518752,-0.088439033,10/06/2018,Midday,64.47366603
51.35518752,-0.088439033,10/06/2018,Morning Rush,46.43849643
51.35518752,-0.088439033,11/06/2018,Afternoon Rush,69.95379068
51.35518752,-0.088439033,11/06/2018,Early Morning,77.78596089
51.35518752,-0.088439033,11/06/2018,Evening,106.642212
51.35518752,-0.088439033,11/06/2018,Midday,3.187326378
51.35518752,-0.088439033,11/06/2018,Morning Rush,4.835164733
51.35610663,-0.187166129,09/06/2018,Afternoon Rush,71.4558113
51.35610663,-0.187166129,09/06/2018,Early Morning,71.62065575
51.35610663,-0.187166129,09/06/2018,Evening,93.40609889
51.35610663,-0.187166129,09/06/2018,Midday,101.5948304
51.35610663,-0.187166129,09/06/2018,Morning Rush,109.0288273
51.35610663,-0.187166129,10/06/2018,Afternoon Rush,145.2611832
51.35610663,-0.187166129,10/06/2018,Early Morning,75.79429616
51.35610663,-0.187166129,10/06/2018,Evening,89.31778226
51.35610663,-0.187166129,10/06/2018,Midday,102.4199922
51.35610663,-0.187166129,10/06/2018,Morning Rush,57.01787388
51.35610663,-0.187166129,11/06/2018,Afternoon Rush,108.2109077
51.35610663,-0.187166129,11/06/2018,Early Morning,87.29949168
51.35610663,-0.187166129,11/06/2018,Evening,40.8002842
51.35610663,-0.187166129,11/06/2018,Midday,36.32782355
51.35610663,-0.187166129,11/06/2018,Morning Rush,95.36877305
51.36103564,-0.111538059,09/06/2018,Afternoon Rush,46.44990519
51.36103564,-0.111538059,09/06/2018,Early Morning,133.6506296
51.36103564,-0.111538059,09/06/2018,Evening,59.73197029
51.36103564,-0.111538059,09/06/2018,Midday,55.00433066
51.36103564,-0.111538059,09/06/2018,Morning Rush,74.08564705
51.36103564,-0.111538059,10/06/2018,Afternoon Rush,139.5569887
51.36103564,-0.111538059,10/06/2018,Early Morning,82.68933659
51.36103564,-0.111538059,10/06/2018,Evening,83.01574366
51.36103564,-0.111538059,10/06/2018,Midday,129.9851141
51.36103564,-0.111538059,10/06/2018,Morning Rush,79.35399063
51.36103564,-0.111538059,11/06/2018,Afternoon Rush,65.07917512
51.36103564,-0.111538059,11/06/2018,Early Morning,83.59753432
51.36103564,-0.111538059,11/06/2018,Evening,51.31328166
51.36103564,-0.111538059,11/06/2018,Midday,73.02563998
51.36103564,-0.111538059,11/06/2018,Morning Rush,71.41084057
51.36236437,-0.2053381,09/06/2018,Afternoon Rush,59.97696679
51.36236437,-0.2053381,09/06/2018,Early Morning,100.8866477
51.36236437,-0.2053381,09/06/2018,Evening,83.51050628
51.36236437,-0.2053381,09/06/2018,Midday,23.07578065
51.36236437,-0.2053381,09/06/2018,Morning Rush,149.7618848
51.36236437,-0.2053381,10/06/2018,Afternoon Rush,126.8294316
51.36236437,-0.2053381,10/06/2018,Early Morning,83.78338037
51.36236437,-0.2053381,10/06/2018,Evening,71.23443569
51.36236437,-0.2053381,10/06/2018,Midday,62.4258014
51.36236437,-0.2053381,10/06/2018,Morning Rush,49.80571204
51.36236437,-0.2053381,11/06/2018,Afternoon Rush,49.96691412
51.36236437,-0.2053381,11/06/2018,Early Morning,63.16125239
51.36236437,-0.2053381,11/06/2018,Evening,28.17657297
51.36236437,-0.2053381,11/06/2018,Midday,21.96162864
51.36236437,-0.2053381,11/06/2018,Morning Rush,64.50509703
51.36438807,-0.169610417,09/06/2018,Afternoon Rush,137.3596908
51.36438807,-0.169610417,09/06/2018,Early Morning,67.90000444
51.36438807,-0.169610417,09/06/2018,Evening,143.5541406
51.36438807,-0.169610417,09/06/2018,Midday,92.70883591
51.36438807,-0.169610417,09/06/2018,Morning Rush,90.09228474
51.36438807,-0.169610417,10/06/2018,Afternoon Rush,90.29139013
51.36438807,-0.169610417,10/06/2018,Early Morning,82.80763054
51.36438807,-0.169610417,10/06/2018,Evening,38.99473995
51.36438807,-0.169610417,10/06/2018,Midday,122.3590136
51.36438807,-0.169610417,10/06/2018,Morning Rush,8.895051556
51.36438807,-0.169610417,11/06/2018,Afternoon Rush,50.78887942
51.36438807,-0.169610417,11/06/2018,Early Morning,55.82449297
51.36438807,-0.169610417,11/06/2018,Evening,109.2229281
51.36438807,-0.169610417,11/06/2018,Midday,16.70122572
51.36438807,-0.169610417,11/06/2018,Morning Rush,8.82998995
51.36526044,-0.190457389,09/06/2018,Afternoon Rush,111.99813
51.36526044,-0.190457389,09/06/2018,Early Morning,77.40339055
51.36526044,-0.190457389,09/06/2018,Evening,150.3682255
51.36526044,-0.190457389,09/06/2018,Midday,15.72096375
51.36526044,-0.190457389,09/06/2018,Morning Rush,78.06225825
51.36526044,-0.190457389,10/06/2018,Afternoon Rush,163.9064211
51.36526044,-0.190457389,10/06/2018,Early Morning,45.82951457
51.36526044,-0.190457389,10/06/2018,Evening,58.66103914
51.36526044,-0.190457389,10/06/2018,Midday,96.35530097
51.36526044,-0.190457389,10/06/2018,Morning Rush,62.53678899
51.36526044,-0.190457389,11/06/2018,Afternoon Rush,28.59333351
51.36526044,-0.190457389,11/06/2018,Early Morning,38.29602207
51.36526044,-0.190457389,11/06/2018,Evening,65.46042997
51.36526044,-0.190457389,11/06/2018,Midday,6.890215318
51.36526044,-0.190457389,11/06/2018,Morning Rush,86.65147173
51.3653901,0.066930974,09/06/2018,Afternoon Rush,40.30812556
51.3653901,0.066930974,09/06/2018,Early Morning,100.4619109
51.3653901,0.066930974,09/06/2018,Evening,114.9691149
51.3653901,0.066930974,09/06/2018,Midday,94.62793416
51.3653901,0.066930974,09/06/2018,Morning Rush,166.9673795
51.3653901,0.066930974,10/06/2018,Afternoon Rush,103.9018788
51.3653901,0.066930974,10/06/2018,Early Morning,116.955982
51.3653901,0.066930974,10/06/2018,Evening,19.64826784
51.3653901,0.066930974,10/06/2018,Midday,145.54663
51.3653901,0.066930974,10/06/2018,Morning Rush,95.37550262
51.3653901,0.066930974,11/06/2018,Afternoon Rush,92.11508794
51.3653901,0.066930974,11/06/2018,Early Morning,76.88331085
51.3653901,0.066930974,11/06/2018,Evening,10.79860137
51.3653901,0.066930974,11/06/2018,Midday,39.78557443
51.3653901,0.066930974,11/06/2018,Morning Rush,31.15736373
51.36721806,-0.150871832,09/06/2018,Afternoon Rush,129.2168602
51.36721806,-0.150871832,09/06/2018,Early Morning,133.6470433
51.36721806,-0.150871832,09/06/2018,Evening,153.9025976
51.36721806,-0.150871832,09/06/2018,Midday,48.41825736
51.36721806,-0.150871832,09/06/2018,Morning Rush,119.130141
51.36721806,-0.150871832,10/06/2018,Afternoon Rush,134.5248847
51.36721806,-0.150871832,10/06/2018,Early Morning,11.23809305
51.36721806,-0.150871832,10/06/2018,Evening,53.8248508
51.36721806,-0.150871832,10/06/2018,Midday,124.0903749
51.36721806,-0.150871832,10/06/2018,Morning Rush,34.45862338
51.36721806,-0.150871832,11/06/2018,Afternoon Rush,72.05333857
51.36721806,-0.150871832,11/06/2018,Early Morning,58.59084565
51.36721806,-0.150871832,11/06/2018,Evening,83.53755437
51.36721806,-0.150871832,11/06/2018,Midday,56.79855295
51.36721806,-0.150871832,11/06/2018,Morning Rush,41.11545713
51.36815369,-0.305368523,09/06/2018,Afternoon Rush,116.4318725
51.36815369,-0.305368523,09/06/2018,Early Morning,75.60538143
51.36815369,-0.305368523,09/06/2018,Evening,122.3367959
51.36815369,-0.305368523,09/06/2018,Midday,92.38458601
51.36815369,-0.305368523,09/06/2018,Morning Rush,146.208521
51.36815369,-0.305368523,10/06/2018,Afternoon Rush,169.4854402
51.36815369,-0.305368523,10/06/2018,Early Morning,61.9281358
51.36815369,-0.305368523,10/06/2018,Evening,39.11849457
51.36815369,-0.305368523,10/06/2018,Midday,152.7052508
51.36815369,-0.305368523,10/06/2018,Morning Rush,86.42815032
51.36815369,-0.305368523,11/06/2018,Afternoon Rush,70.66972757
51.36815369,-0.305368523,11/06/2018,Early Morning,36.16754882
51.36815369,-0.305368523,11/06/2018,Evening,20.02407754
51.36815369,-0.305368523,11/06/2018,Midday,44.32900893
51.36815369,-0.305368523,11/06/2018,Morning Rush,98.18379035
51.36978271,0.011560101,09/06/2018,Afternoon Rush,70.37512595
51.36978271,0.011560101,09/06/2018,Early Morning,60.97279038
51.36978271,0.011560101,09/06/2018,Evening,105.6767533
51.36978271,0.011560101,09/06/2018,Midday,71.02130385
51.36978271,0.011560101,09/06/2018,Morning Rush,123.8640682
51.36978271,0.011560101,10/06/2018,Afternoon Rush,80.45612146
51.36978271,0.011560101,10/06/2018,Early Morning,87.62728495
51.36978271,0.011560101,10/06/2018,Evening,53.96172956
51.36978271,0.011560101,10/06/2018,Midday,133.6038618
51.36978271,0.011560101,10/06/2018,Morning Rush,48.18838582
51.36978271,0.011560101,11/06/2018,Afternoon Rush,122.4800068
51.36978271,0.011560101,11/06/2018,Early Morning,33.88081767
51.36978271,0.011560101,11/06/2018,Evening,32.33053748
51.36978271,0.011560101,11/06/2018,Midday,47.87391235
51.36978271,0.011560101,11/06/2018,Morning Rush,28.19332663
51.3705535,-0.232613907,09/06/2018,Afternoon Rush,83.74565158
51.3705535,-0.232613907,09/06/2018,Early Morning,142.7883597
51.3705535,-0.232613907,09/06/2018,Evening,65.39868169
51.3705535,-0.232613907,09/06/2018,Midday,100.7673322
51.3705535,-0.232613907,09/06/2018,Morning Rush,116.597658
51.3705535,-0.232613907,10/06/2018,Afternoon Rush,143.9934214
51.3705535,-0.232613907,10/06/2018,Early Morning,80.02917754
51.3705535,-0.232613907,10/06/2018,Evening,74.7838712
51.3705535,-0.232613907,10/06/2018,Midday,65.3018114
51.3705535,-0.232613907,10/06/2018,Morning Rush,25.34678869
51.3705535,-0.232613907,11/06/2018,Afternoon Rush,62.95966421
51.3705535,-0.232613907,11/06/2018,Early Morning,110.9658471
51.3705535,-0.232613907,11/06/2018,Evening,71.63753466
51.3705535,-0.232613907,11/06/2018,Midday,77.67372479
51.3705535,-0.232613907,11/06/2018,Morning Rush,15.19857122
51.37132137,0.109416622,09/06/2018,Afternoon Rush,68.94950741
51.37132137,0.109416622,09/06/2018,Early Morning,54.94692568
51.37132137,0.109416622,09/06/2018,Evening,165.0582137
51.37132137,0.109416622,09/06/2018,Midday,93.19334992
51.37132137,0.109416622,09/06/2018,Morning Rush,125.405925
51.37132137,0.109416622,10/06/2018,Afternoon Rush,82.92095949
51.37132137,0.109416622,10/06/2018,Early Morning,37.94438808
51.37132137,0.109416622,10/06/2018,Evening,14.01872978
51.37132137,0.109416622,10/06/2018,Midday,130.3152836
51.37132137,0.109416622,10/06/2018,Morning Rush,43.75605588
51.37132137,0.109416622,11/06/2018,Afternoon Rush,24.6209053
51.37132137,0.109416622,11/06/2018,Early Morning,95.97164608
51.37132137,0.109416622,11/06/2018,Evening,91.34538218
51.37132137,0.109416622,11/06/2018,Midday,73.64513886
51.37132137,0.109416622,11/06/2018,Morning Rush,67.07400538
51.37256094,0.040773762,09/06/2018,Afternoon Rush,72.07152507
51.37256094,0.040773762,09/06/2018,Early Morning,124.369875
51.37256094,0.040773762,09/06/2018,Evening,93.1378913
51.37256094,0.040773762,09/06/2018,Midday,91.72535204
51.37256094,0.040773762,09/06/2018,Morning Rush,105.7200834
51.37256094,0.040773762,10/06/2018,Afternoon Rush,140.3715782
51.37256094,0.040773762,10/06/2018,Early Morning,35.51670911
51.37256094,0.040773762,10/06/2018,Evening,71.14211376
51.37256094,0.040773762,10/06/2018,Midday,121.5441451
51.37256094,0.040773762,10/06/2018,Morning Rush,65.1700175
51.37256094,0.040773762,11/06/2018,Afternoon Rush,57.86817014
51.37256094,0.040773762,11/06/2018,Early Morning,24.43330364
51.37256094,0.040773762,11/06/2018,Evening,10.14513088
51.37256094,0.040773762,11/06/2018,Midday,17.36899238
51.37256094,0.040773762,11/06/2018,Morning Rush,21.00340005
51.37426881,-0.289904791,09/06/2018,Afternoon Rush,159.5562321
51.37426881,-0.289904791,09/06/2018,Early Morning,93.76841036
51.37426881,-0.289904791,09/06/2018,Evening,66.71142793
51.37426881,-0.289904791,09/06/2018,Midday,30.72709226
51.37426881,-0.289904791,09/06/2018,Morning Rush,90.55009722
